ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,Read_GC,Origin,,Origin
5375,17.0683,1010,0.5089,100,1010,58,58,0.5136,13.0416,880,0.871287129,0.5284,Candida,,Candida
4418,92.3808,1712,0.4241,100,1712,527,533,0.4195,0,0,0,0,Other Animalia,,Canthigaster
4467,90.0371,1645,0.4991,99.7568,1641,494,489,0.5031,0,0,0,0,Other Animalia,,Canthigaster
5083,112.2944,1104,0.481,100,1104,403,433,0.4767,0,0,0,0,Other Animalia,,Charadrius
2869,108.6459,7704,0.4828,99.987,7703,2757,2756,0.4854,0,0,0,0,Other Animalia,,Chilotilapia
3647,152.4072,3534,0.5529,100,3534,1592,1592,0.5623,0,0,0,0,Other Animalia,,Clupea
2255,100.4209,14043,0.4861,97.3652,13673,4704,4703,0.4865,0,0,0,0,Other Animalia,,Cottus
2745,90.3351,8911,0.4599,100,8911,2230,2233,0.4632,0,0,0,0,Other Animalia,,Cynoglossus
3066,182.8816,6488,0.3829,99.9075,6482,4027,3743,0.3816,1.0265,243,0.037453761,0.5187,Other Animalia,,Cynoglossus
3862,98.3367,2905,0.4441,100,2905,954,953,0.4379,0,0,0,0,Other Animalia,,Cynoglossus
4599,173.1462,1491,0.4809,100,1491,889,851,0.4905,0,0,0,0,Other Animalia,,Cynoglossus
4948,89.4241,1205,0.556,100,1205,360,366,0.5644,0,0,0,0,Other Animalia,,Cynoglossus
1439,113.2842,37712,0.3947,99.9973,37711,13170,13159,0.3966,1.1143,637,0.016891175,0.52,Other Animalia,,Cyprinus
1452,105.8743,36940,0.5239,99.954,36923,12708,12702,0.5211,0,0,0,0,Other Animalia,,Cyprinus
1798,158.4006,23290,0.4444,100,23290,11183,11263,0.4476,0.0085,183,0.00785745,0.425,Other Animalia,,Cyprinus
1904,100.0492,20559,0.4918,97.7236,20091,6347,6323,0.4997,0,0,0,0,Other Animalia,,Cyprinus
1963,101.9137,19162,0.473,100,19162,6286,6326,0.4711,0,0,0,0,Other Animalia,,Cyprinus
2028,130.7865,17774,0.4306,100,17774,7159,7131,0.4314,14.9005,2885,0.162315742,0.4843,Other Animalia,,Cyprinus
2172,107.3344,15319,0.4168,100,15319,5523,5447,0.4123,0.0478,88,0.0057445,0.4071,Other Animalia,,Cyprinus
2302,83.1736,13565,0.4067,84.401,11449,3749,3797,0.4051,0,0,0,0,Other Animalia,,Cyprinus
2467,97.5061,11648,0.5194,100,11648,3678,3678,0.5197,0,0,0,0,Other Animalia,,Cyprinus
2701,99.7756,9400,0.4302,99.9043,9391,3112,3101,0.4334,0,0,0,0,Other Animalia,,Cyprinus
2880,165.2236,7683,0.4797,100,7683,3705,3652,0.497,0,0,0,0,Other Animalia,,Cyprinus
3004,146.813,6856,0.4444,99.9708,6854,3262,3290,0.4414,0.0436,182,0.026546091,0.485,Other Animalia,,Cyprinus
3051,112.0237,6595,0.4141,100,6595,2453,2453,0.4143,0,0,0,0,Other Animalia,,Cyprinus
3152,122.6102,5975,0.4869,100,5975,2463,2453,0.4872,0,0,0,0,Other Animalia,,Cyprinus
3260,367.4188,5308,0.4314,99.9623,5306,3557,3544,0.4057,0,0,0,0,Other Animalia,,Cyprinus
3295,83.0583,5193,0.5205,90.4679,4698,1439,1439,0.5169,0,0,0,0,Other Animalia,,Cyprinus
3553,96.4749,3906,0.4129,100,3906,1380,1235,0.4071,0,0,0,0,Other Animalia,,Cyprinus
3796,121.5715,3062,0.4942,76.1267,2331,1291,1239,0.4925,0,0,0,0,Other Animalia,,Cyprinus
3830,217.8106,3014,0.4487,100,3014,1640,1582,0.4582,0,0,0,0,Other Animalia,,Cyprinus
4399,164.7295,1734,0.5052,100,1734,991,958,0.4757,0,0,0,0,Other Animalia,,Cyprinus
4446,169.441,1619,0.4349,100,1619,863,929,0.4268,0,0,0,0,Other Animalia,,Cyprinus
4498,275.7986,1604,0.4352,100,1604,1856,1552,0.4851,0,0,0,0,Other Animalia,,Cyprinus
4671,134.5849,1431,0.3762,100,1431,641,649,0.3805,0,0,0,0,Other Animalia,,Cyprinus
4727,0,1385,0.4693,0,0,0,0,0,0,0,0,0,Other Animalia,,Cyprinus
5048,248.078,1179,0.4477,100,1179,1154,1135,0.4393,0,0,0,0,Other Animalia,,Cyprinus
5391,84.6208,960,0.5276,99.5833,956,272,291,0.5289,0,0,0,0,Other Animalia,,Cyprinus
1006,139.8052,76078,0.4154,99.9987,76077,27882,27954,0.42,22.0491,5970,0.078472094,0.4822,Other Animalia,,Danio
1248,104.9496,50165,0.4739,100,50165,16963,16973,0.4739,8.7415,2615,0.052127978,0.5758,Other Animalia,,Danio
2576,146.5854,10517,0.4133,100,10517,4892,4936,0.4164,0,0,0,0,Other Animalia,,Danio
3075,185.7792,6418,0.4542,94.2661,6050,4006,4140,0.4517,0.0309,150,0.023371767,0.4567,Other Animalia,,Danio
3433,167.1588,4466,0.4439,99.9328,4463,2575,2539,0.453,11.2792,746,0.167039857,0.4842,Other Animalia,,Danio
3696,162.3176,3344,0.4016,100,3344,1506,1669,0.3992,0,0,0,0,Other Animalia,,Danio
3916,94.4257,2845,0.4875,100,2845,898,916,0.4845,0,0,0,0,Other Animalia,,Danio
4109,141.6784,2282,0.4053,100,2282,1119,1108,0.4107,0,0,0,0,Other Animalia,,Danio
4141,107.3148,2192,0.489,100,2192,789,789,0.4782,0,0,0,0,Other Animalia,,Danio
4234,213.1293,2018,0.4816,100,2018,1438,1445,0.492,0,0,0,0,Other Animalia,,Danio
5167,220.2522,1122,0.4353,100,1122,908,901,0.4317,0,0,0,0,Other Animalia,,Danio
800,100.5957,109866,0.4638,99.7816,109626,36448,36480,0.4644,11.8816,3080,0.028034151,0.5606,Other Animalia,,Dicentrarchus
1700,105.9472,82672,0.4982,63.2487,52289,20057,20278,0.5101,0,0,0,0,Other Animalia,,Dicentrarchus
1800,93.1536,23119,0.5386,96.4315,22294,7180,7180,0.5385,0,0,0,0,Other Animalia,,Dicentrarchus
1895,283.4233,20606,0.3985,100,20606,9038,8842,0.4042,0.0288,274,0.013297098,0.4567,Other Animalia,,Dicentrarchus
2057,85.9581,17429,0.54,91.1928,15894,4995,4995,0.5393,0,0,0,0,Other Animalia,,Dicentrarchus
2514,118.9834,11219,0.54,100,11219,4438,4458,0.5354,0.1365,144,0.012835369,0.67,Other Animalia,,Dicentrarchus
2841,113.3807,7937,0.4958,100,7937,2985,3017,0.4936,0,0,0,0,Other Animalia,,Dicentrarchus
2908,95.6251,7472,0.4332,100,7472,2381,2392,0.4333,0,0,0,0,Other Animalia,,Dicentrarchus
2989,95.9176,6963,0.4428,100,6963,2237,2222,0.4445,0,0,0,0,Other Animalia,,Dicentrarchus
3105,71.2734,6133,0.5429,74.8736,4592,1485,1469,0.5417,0,0,0,0,Other Animalia,,Dicentrarchus
3336,167.8039,4925,0.4227,100,4925,2761,2831,0.4228,0,0,0,0,Other Animalia,,Dicentrarchus
3566,154.9176,3871,0.4408,99.9483,3869,2012,1982,0.4382,0,0,0,0,Other Animalia,,Dicentrarchus
3736,122.4292,3299,0.5186,100,3299,1327,1386,0.517,0,0,0,0,Other Animalia,,Dicentrarchus
3872,59.4691,2916,0.447,43.4156,1266,568,568,0.3997,0,0,0,0,Other Animalia,,Dicentrarchus
3937,91.4486,2775,0.5225,100,2775,846,846,0.518,0,0,0,0,Other Animalia,,Dicentrarchus
3995,63.1226,2594,0.5306,84.6955,2197,546,546,0.5244,0,0,0,0,Other Animalia,,Dicentrarchus
4018,163.5787,2540,0.4697,100,2540,1383,1396,0.4792,0,0,0,0,Other Animalia,,Dicentrarchus
4091,94.1839,2344,0.5576,100,2344,736,736,0.5648,0,0,0,0,Other Animalia,,Dicentrarchus
4214,117.2841,2063,0.5448,97.5279,2012,826,797,0.53,1.858,305,0.147842947,0.5371,Other Animalia,,Dicentrarchus
4583,123.0978,1482,0.3984,100,1482,635,629,0.4035,8.697,641,0.432523617,0.4576,Other Animalia,,Dicentrarchus
3157,155.2043,5928,0.3993,100,5928,3110,3074,0.3979,0.5585,200,0.033738192,0.5615,Other Animalia,,Fundulus
5254,76.6402,1084,0.5148,100,1084,277,277,0.4976,0,0,0,0,Other Animalia,,Fundulus
2169,92.7056,15511,0.4679,94.8682,14715,4798,4797,0.4671,0,0,0,0,Other Animalia,,Gasterosteus
2349,96.5329,12843,0.5079,100,12843,4061,4061,0.5089,0,0,0,0,Other Animalia,,Gasterosteus
2415,90.3278,12067,0.4869,100,12067,3523,3484,0.4876,0,0,0,0,Other Animalia,,Gasterosteus
2581,80.0287,11811,0.5201,100,11811,3182,3151,0.5276,0,0,0,0,Other Animalia,,Gasterosteus
3128,198.3421,6036,0.4883,99.9669,6034,3999,4008,0.4919,0,0,0,0,Other Animalia,,Gasterosteus
3465,141.4703,4353,0.4581,100,4353,1720,1717,0.4549,0,0,0,0,Other Animalia,,Gasterosteus
3545,12.2569,33564,0.4549,10.6036,3559,1366,1391,0.4456,0,0,0,0,Other Animalia,,Gasterosteus
4802,92.6984,1333,0.4854,100,1333,412,412,0.499,0,0,0,0,Other Animalia,,Gasterosteus
1965,110.908,19105,0.4148,99.6127,19031,7034,7031,0.4174,12.2302,1684,0.088144465,0.5172,Other Animalia,,Haplochromis
2646,96.6856,9823,0.4708,100,9823,3128,3164,0.471,0,0,0,0,Other Animalia,,Haplochromis
2811,100.9227,8203,0.5153,100,8203,2652,2609,0.5158,0,0,0,0,Other Animalia,,Haplochromis
3159,92.403,5851,0.412,93.2319,5455,1807,1806,0.4083,0,0,0,0,Other Animalia,,Haplochromis
3166,84.1744,5890,0.3495,92.7844,5465,1653,1653,0.3417,0,0,0,0,Other Animalia,,Haplochromis
3174,98.4814,5796,0.5091,99.9137,5791,1910,1907,0.5096,0,0,0,0,Other Animalia,,Haplochromis
3543,86.4183,4040,0.4996,95.9158,3875,1173,1162,0.4946,0,0,0,0,Other Animalia,,Haplochromis
4114,145.6526,2274,0.4296,100,2274,1127,1109,0.4367,0,0,0,0,Other Animalia,,Haplochromis
4484,252.6895,1575,0.3804,100,1575,1383,1411,0.3825,0,0,0,0,Other Animalia,,Haplochromis
4575,175.2082,1518,0.4557,100,1518,885,912,0.4536,0,0,0,0,Other Animalia,,Haplochromis
5025,86.4465,1205,0.5154,100,1205,349,350,0.5235,0,0,0,0,Other Animalia,,Haplochromis
5076,88.1465,1126,0.4387,100,1126,322,329,0.4217,0,0,0,0,Other Animalia,,Haplochromis
1506,140.356,33985,0.4594,100,33985,12079,11982,0.4644,1.3906,1316,0.038722966,0.5374,Other Animalia,,Ictalurus
4725,83.8127,1356,0.4314,99.8525,1354,383,375,0.4447,0,0,0,0,Other Animalia,,Ictalurus
1571,101.4757,31223,0.5165,100,31223,10370,10338,0.5134,0,0,0,0,Other Animalia,,Larimichthys
1792,101.0902,23502,0.4541,99.983,23498,7919,7919,0.4537,0,0,0,0,Other Animalia,,Larimichthys
2003,94.8323,18259,0.4935,93.7346,17115,5811,5834,0.4906,8.8039,1134,0.062106359,0.5644,Other Animalia,,Larimichthys
2123,99.3621,16085,0.5015,100,16085,4596,4602,0.5058,0,0,0,0,Other Animalia,,Larimichthys
2213,84.5602,14598,0.4821,89.1697,13017,4117,4117,0.4838,0,0,0,0,Other Animalia,,Larimichthys
3023,97.936,6738,0.5197,100,6738,2200,2200,0.5174,0,0,0,0,Other Animalia,,Larimichthys
3236,148.9159,5423,0.4371,71.0308,3852,2892,2737,0.4332,0.9823,250,0.046099945,0.5867,Other Animalia,,Larimichthys
3263,79.1364,5330,0.479,89.212,4755,1403,1419,0.489,0,0,0,0,Other Animalia,,Larimichthys
3434,224.5311,4481,0.4485,100,4481,3317,3383,0.4584,0,0,0,0,Other Animalia,,Larimichthys
3514,102.1036,4160,0.5632,100,4160,1412,1417,0.5547,0.1214,113,0.027163462,0.632,Other Animalia,,Larimichthys
3528,102.2635,4088,0.4629,100,4088,1403,1402,0.4618,0,0,0,0,Other Animalia,,Larimichthys
3602,97.5355,3703,0.5115,100,3703,1198,1213,0.5157,0,0,0,0,Other Animalia,,Larimichthys
3622,95.1906,3636,0.5305,80.308,2920,1153,1153,0.5403,0,0,0,0,Other Animalia,,Larimichthys
4043,99.9482,2451,0.4831,100,2451,803,854,0.4859,0,0,0,0,Other Animalia,,Larimichthys
4177,127.455,2121,0.5662,100,2121,1125,1098,0.5399,0,0,0,0,Other Animalia,,Larimichthys
4309,149.2686,1865,0.489,100,1865,955,916,0.4791,0,0,0,0,Other Animalia,,Larimichthys
4949,118.8351,1213,0.5251,100,1213,567,555,0.5406,0,0,0,0,Other Animalia,,Larimichthys
5295,91.6587,1002,0.5479,100,1002,297,318,0.5425,0,0,0,0,Other Animalia,,Larimichthys
5362,90.5899,1012,0.5178,100,1012,297,329,0.5213,0,0,0,0,Other Animalia,,Larimichthys
3342,88.0646,4845,0.4957,100,4845,1481,1405,0.5036,0,0,0,0,Other Animalia,,Marmota
3929,297.7643,17952,0.4247,100,17952,4195,4446,0.4395,0.8106,334,0.018605169,0.339,Other Animalia,,Maylandia
4426,100.68,1647,0.5671,100,1647,540,566,0.5655,0,0,0,0,Other Animalia,,Maylandia
5346,77.4669,1026,0.5575,100,1026,265,265,0.5619,0,0,0,0,Other Animalia,,Monodelphis
1067,69.6914,97457,0.4476,67.2574,65547,22649,22650,0.4475,0,0,0,0,Other Animalia,,Neolamprologus
3617,97.9429,3605,0.4949,100,3605,1180,1177,0.4958,0,0,0,0,Other Animalia,,Neolamprologus
3981,100.3241,2610,0.5398,100,2610,867,881,0.5313,0,0,0,0,Other Animalia,,Neolamprologus
4854,220.4581,1301,0.4277,100,1301,991,951,0.4303,0,0,0,0,Other Animalia,,Neolamprologus
3558,60.1375,3826,0.4841,74.1244,2836,769,772,0.487,0,0,0,0,Other Animalia,,Nibea
688,96.672,132640,0.4906,99.9585,132585,41869,41868,0.4897,0,0,0,0,Other Animalia,,Nimbochromis
1152,99.4743,58833,0.4896,99.9065,58778,19374,19391,0.4892,0,0,0,0,No BLAST hit,,No BLAST hit
1606,98.7745,30277,0.4203,99.9339,30257,9965,9972,0.4212,0,0,0,0,No BLAST hit,,No BLAST hit
1788,37.1976,51545,0.5422,36.0035,18558,6328,6292,0.5407,0,0,0,0,No BLAST hit,,No BLAST hit
1806,128.4972,23218,0.5455,98.7294,22923,9857,9858,0.5427,0,0,0,0,No BLAST hit,,No BLAST hit
1847,95.2856,21895,0.5581,98.2142,21504,6792,6795,0.5531,0,0,0,0,No BLAST hit,,No BLAST hit
1901,80.6163,20456,0.5187,95.8447,19606,5401,5399,0.5163,0,0,0,0,No BLAST hit,,No BLAST hit
2000,104.1162,18362,0.5199,98.6385,18112,6294,6248,0.521,0,0,0,0,No BLAST hit,,No BLAST hit
2039,102.3357,17624,0.4932,100,17624,5987,6014,0.494,0.004,70,0.003971857,0.53,No BLAST hit,,No BLAST hit
2054,102.0512,17414,0.542,100,17414,4994,5012,0.5448,0,0,0,0,No BLAST hit,,No BLAST hit
2063,92.0551,17298,0.5771,100,17298,4886,4867,0.576,0,0,0,0,No BLAST hit,,No BLAST hit
2112,85.8567,16358,0.5187,88.7639,14520,4690,4682,0.5186,0,0,0,0,No BLAST hit,,No BLAST hit
2132,104.4465,16024,0.3861,100,16024,5541,5501,0.3858,0,0,0,0,No BLAST hit,,No BLAST hit
2237,91.6069,14324,0.5261,96.1882,13778,4401,4366,0.5267,0.0157,87,0.006073722,0.6167,No BLAST hit,,No BLAST hit
2270,99.063,13928,0.4337,100,13928,4600,4600,0.4347,0,0,0,0,No BLAST hit,,No BLAST hit
2311,91.2375,13346,0.487,99.955,13340,4026,4040,0.4885,0,0,0,0,No BLAST hit,,No BLAST hit
2331,98.0437,13136,0.481,100,13136,4294,4295,0.4814,0,0,0,0,No BLAST hit,,No BLAST hit
2351,80.6352,12900,0.4791,85.1163,10980,3468,3468,0.4786,0,0,0,0,No BLAST hit,,No BLAST hit
2353,85.5901,12878,0.5295,75.9823,9785,3686,3693,0.5342,0,0,0,0,No BLAST hit,,No BLAST hit
2368,92.2643,12770,0.4994,100,12770,3901,3916,0.5001,0,0,0,0,No BLAST hit,,No BLAST hit
2377,99.3912,12631,0.4992,97.229,12281,4175,4175,0.4991,0,0,0,0,No BLAST hit,,No BLAST hit
2396,187.1279,12340,0.4518,94.1329,11616,7446,7427,0.4633,0,0,0,0,No BLAST hit,,No BLAST hit
2407,86.8573,12124,0.4922,87.3474,10590,3529,3559,0.4922,0,0,0,0,No BLAST hit,,No BLAST hit
2413,126.5754,41608,0.5402,99.6034,41443,4821,4878,0.5344,0,0,0,0,No BLAST hit,,No BLAST hit
2421,96.942,11891,0.5487,92.8938,11046,3908,3930,0.5576,0,0,0,0,No BLAST hit,,No BLAST hit
2448,84.1863,11749,0.5251,100,11749,3079,3090,0.5268,0,0,0,0,No BLAST hit,,No BLAST hit
2461,90.9576,11614,0.5216,100,11614,3510,3487,0.5303,0,0,0,0,No BLAST hit,,No BLAST hit
2484,118.0423,11501,0.5341,100,11501,4099,4095,0.5396,0.0031,36,0.003130163,0.53,No BLAST hit,,No BLAST hit
2497,87.2744,11365,0.4991,91.597,10410,3307,3307,0.5046,0,0,0,0,No BLAST hit,,No BLAST hit
2504,127.8651,11321,0.5089,100,11321,3996,3970,0.515,0,0,0,0,No BLAST hit,,No BLAST hit
2516,92.1688,11195,0.3838,95.7124,10715,3450,3436,0.3868,0,0,0,0,No BLAST hit,,No BLAST hit
2517,113.3692,11139,0.4937,100,11139,4077,4064,0.4968,0,0,0,0,No BLAST hit,,No BLAST hit
2529,70.6214,40500,0.5122,100,40500,4522,4532,0.5101,0,0,0,0,No BLAST hit,,No BLAST hit
2541,117.7208,10901,0.4581,100,10901,4306,4286,0.4554,0,0,0,0,No BLAST hit,,No BLAST hit
2560,37.8807,40391,0.4789,28.3256,11441,4871,4780,0.4789,0,0,0,0,No BLAST hit,,No BLAST hit
2593,88.2321,10412,0.508,94.66,9856,3064,3063,0.5066,0,0,0,0,No BLAST hit,,No BLAST hit
2597,109.1481,10402,0.4823,97.7889,10172,3797,3795,0.4892,0,0,0,0,No BLAST hit,,No BLAST hit
2620,26.9542,38505,0.5451,22.1322,8522,3481,3518,0.5502,0,0,0,0,No BLAST hit,,No BLAST hit
2626,99.5085,10013,0.5599,99.251,9938,3322,3322,0.5615,0,0,0,0,No BLAST hit,,No BLAST hit
2632,99.5417,9898,0.5819,94.7767,9381,3286,3293,0.5791,0,0,0,0,No BLAST hit,,No BLAST hit
2637,56.7296,39381,0.4811,100,39381,3295,3298,0.4644,0,0,0,0,No BLAST hit,,No BLAST hit
2640,128.3204,9929,0.4705,99.9899,9928,3643,3643,0.486,0,0,0,0,No BLAST hit,,No BLAST hit
2666,122.5848,9671,0.4704,100,9671,3666,3690,0.4929,0,0,0,0,No BLAST hit,,No BLAST hit
2682,111.0049,9539,0.5487,84.9565,8104,3315,3345,0.5557,0,0,0,0,No BLAST hit,,No BLAST hit
2684,115.7449,9568,0.5231,100,9568,3374,3422,0.5205,0,0,0,0,No BLAST hit,,No BLAST hit
2702,103.1229,9354,0.5234,100,9354,2941,2940,0.5236,0,0,0,0,No BLAST hit,,No BLAST hit
2713,114.2951,9228,0.4683,100,9228,3050,3051,0.4629,0,0,0,0,No BLAST hit,,No BLAST hit
2721,70.2731,9027,0.4463,100,9027,2174,2148,0.4526,0,0,0,0,No BLAST hit,,No BLAST hit
2722,92.3727,9126,0.5122,100,9126,2765,2754,0.5162,0,0,0,0,No BLAST hit,,No BLAST hit
2780,95.3265,8554,0.5507,99.7896,8536,2718,2719,0.5482,0,0,0,0,No BLAST hit,,No BLAST hit
2785,118.1567,8400,0.398,100,8400,3269,3459,0.431,0,0,0,0,No BLAST hit,,No BLAST hit
2795,133.4422,8405,0.565,100,8405,3775,3714,0.562,0,0,0,0,No BLAST hit,,No BLAST hit
2817,107.2875,8140,0.5139,97.9361,7972,2919,2905,0.5157,0,0,0,0,No BLAST hit,,No BLAST hit
2820,104.6812,8052,0.5316,100,8052,2680,2688,0.5335,0,0,0,0,No BLAST hit,,No BLAST hit
2865,106.6892,7751,0.4886,100,7751,2756,2758,0.4758,0,0,0,0,No BLAST hit,,No BLAST hit
2872,90.5577,7657,0.5116,100,7657,2081,2143,0.5293,0,0,0,0,No BLAST hit,,No BLAST hit
2875,131.6433,7715,0.5101,100,7715,3036,3034,0.5059,0,0,0,0,No BLAST hit,,No BLAST hit
2902,91.8239,7509,0.4119,100,7509,2281,2286,0.4139,0,0,0,0,No BLAST hit,,No BLAST hit
2910,83.6822,7166,0.5178,83.5334,5986,1978,1974,0.5176,0,0,0,0,No BLAST hit,,No BLAST hit
2925,95.3165,7345,0.4836,100,7345,2334,2334,0.4853,0,0,0,0,No BLAST hit,,No BLAST hit
2926,102.2363,7365,0.4767,100,7365,2557,2557,0.4798,0,0,0,0,No BLAST hit,,No BLAST hit
2930,113.656,7392,0.5192,85.579,6326,2778,2730,0.5283,0,0,0,0,No BLAST hit,,No BLAST hit
2934,97.1317,7322,0.5361,100,7322,2371,2371,0.5347,0,0,0,0,No BLAST hit,,No BLAST hit
2936,99.5245,7300,0.4477,100,7300,2429,2430,0.4449,0,0,0,0,No BLAST hit,,No BLAST hit
2942,86.917,7264,0.5598,87.8029,6378,2112,2112,0.5526,0,0,0,0,No BLAST hit,,No BLAST hit
2947,111.7145,7216,0.5266,100,7216,2690,2702,0.5282,0,0,0,0,No BLAST hit,,No BLAST hit
2954,85.9702,7188,0.439,92.6405,6659,2061,2060,0.4349,0,0,0,0,No BLAST hit,,No BLAST hit
2970,123.1394,7068,0.537,98.6984,6976,2437,2493,0.5316,0,0,0,0,No BLAST hit,,No BLAST hit
2997,92.7908,6928,0.5232,100,6928,1942,1975,0.514,0.0192,68,0.009815242,0.445,No BLAST hit,,No BLAST hit
2998,141.3861,6874,0.4559,100,6874,2572,2543,0.4588,0,0,0,0,No BLAST hit,,No BLAST hit
3001,93.2388,6884,0.4449,100,6884,2140,2140,0.4424,0,0,0,0,No BLAST hit,,No BLAST hit
3003,127.9072,6938,0.5194,100,6938,2277,2286,0.5299,0,0,0,0,No BLAST hit,,No BLAST hit
3018,174.2257,6756,0.5025,99.9852,6755,3923,3912,0.5069,0,0,0,0,No BLAST hit,,No BLAST hit
3032,75.9747,6691,0.4634,85.0546,5691,1695,1695,0.4627,0,0,0,0,No BLAST hit,,No BLAST hit
3042,12.0557,36104,0.3948,12.5499,4531,1459,1464,0.3892,0,0,0,0,No BLAST hit,,No BLAST hit
3053,98.4925,6579,0.4295,100,6579,2157,2153,0.4298,0,0,0,0,No BLAST hit,,No BLAST hit
3055,113.2644,6576,0.4876,100,6576,2173,2161,0.4925,0,0,0,0,No BLAST hit,,No BLAST hit
3077,73.3355,6358,0.5077,99.9843,6357,1524,1533,0.5094,0.0064,41,0.006448569,0.66,No BLAST hit,,No BLAST hit
3079,101.6222,6360,0.498,99.4182,6323,2162,2163,0.4975,0,0,0,0,No BLAST hit,,No BLAST hit
3085,156.5964,6294,0.4788,100,6294,3178,3213,0.4904,0,0,0,0,No BLAST hit,,No BLAST hit
3086,72.0079,6339,0.5151,78.1511,4954,1522,1522,0.5105,0,0,0,0,No BLAST hit,,No BLAST hit
3115,84.598,6241,0.4675,95.2732,5946,1760,1761,0.4684,0,0,0,0,No BLAST hit,,No BLAST hit
3118,97.4229,6158,0.5809,98.4573,6063,2058,1989,0.5885,0,0,0,0,No BLAST hit,,No BLAST hit
3124,97.7933,6177,0.5471,100,6177,1771,1777,0.5683,0,0,0,0,No BLAST hit,,No BLAST hit
3146,190.5637,6005,0.4644,100,6005,3786,3819,0.4619,0,0,0,0,No BLAST hit,,No BLAST hit
3153,52.8987,6042,0.4252,81.1486,4903,1061,1074,0.4356,0,0,0,0,No BLAST hit,,No BLAST hit
3160,98.6251,5973,0.4897,87.2928,5214,1952,1975,0.4906,0,0,0,0,No BLAST hit,,No BLAST hit
3161,64.5549,5895,0.4958,75.1145,4428,1259,1270,0.4987,0,0,0,0,No BLAST hit,,No BLAST hit
3164,85.3587,5891,0.5241,100,5891,1713,1699,0.5377,0,0,0,0,No BLAST hit,,No BLAST hit
3180,111.3515,5758,0.5198,100,5758,2258,2326,0.4918,0,0,0,0,No BLAST hit,,No BLAST hit
3188,100.817,5786,0.4997,88.5586,5124,1919,1920,0.491,0,0,0,0,No BLAST hit,,No BLAST hit
3190,126.7613,5714,0.4785,100,5714,2419,2434,0.4756,3.6216,85,0.014875744,0.654,No BLAST hit,,No BLAST hit
3200,82.8584,5685,0.5269,73.8259,4197,1603,1555,0.5298,0,0,0,0,No BLAST hit,,No BLAST hit
3205,138.8344,5502,0.5278,91.494,5034,2575,2589,0.5302,0,0,0,0,No BLAST hit,,No BLAST hit
3209,119.1946,5534,0.4678,100,5534,2258,2255,0.4787,0,0,0,0,No BLAST hit,,No BLAST hit
3215,96.7066,5548,0.4636,100,5548,1780,1801,0.4618,0,0,0,0,No BLAST hit,,No BLAST hit
3217,129.0379,5544,0.5148,99.531,5518,2385,2385,0.5072,0,0,0,0,No BLAST hit,,No BLAST hit
3226,90.4718,5494,0.381,100,5494,1643,1628,0.384,0,0,0,0,No BLAST hit,,No BLAST hit
3227,116.4108,5502,0.5314,100,5502,2160,2124,0.5466,0,0,0,0,No BLAST hit,,No BLAST hit
3228,136.4129,5488,0.5165,99.4716,5459,1706,1706,0.5346,0,0,0,0,No BLAST hit,,No BLAST hit
3242,93.6401,5324,0.467,100,5324,1788,1762,0.4311,0,0,0,0,No BLAST hit,,No BLAST hit
3245,105.4841,5416,0.5078,100,5416,1922,1915,0.5086,0,0,0,0,No BLAST hit,,No BLAST hit
3250,83.4957,5374,0.5167,82.5084,4434,1489,1490,0.5146,0,0,0,0,No BLAST hit,,No BLAST hit
3264,125.2274,5281,0.4317,100,5281,1968,1991,0.445,0,0,0,0,No BLAST hit,,No BLAST hit
3267,91.0062,5294,0.4772,76.445,4047,1673,1695,0.4583,0,0,0,0,No BLAST hit,,No BLAST hit
3276,92.2168,5285,0.5082,99.8108,5275,1618,1618,0.5086,0,0,0,0,No BLAST hit,,No BLAST hit
3292,118.2534,5202,0.4338,100,5202,2040,2040,0.4325,0,0,0,0,No BLAST hit,,No BLAST hit
3303,20.938,34652,0.4393,8.9432,3099,2452,2341,0.4466,0.0071,58,0.001673785,0.426,No BLAST hit,,No BLAST hit
3304,114.8164,5135,0.5213,100,5135,1955,1991,0.5193,0,0,0,0,No BLAST hit,,No BLAST hit
