ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin,,Origin
3154,100.4736,8647,0.5523,99.1326,8572,2907,2892,0.5539,No BLAST hit,,No BLAST hit
3160,103.8045,8589,0.532,100,8589,2750,2781,0.5474,No BLAST hit,,No BLAST hit
3168,95.0044,8583,0.5502,99.4524,8536,2718,2719,0.5482,No BLAST hit,,No BLAST hit
3172,110.371,8568,0.4845,100,8568,3166,3147,0.4861,No BLAST hit,,No BLAST hit
3174,169.7764,7959,0.5109,97.173,7734,3643,3641,0.5099,No BLAST hit,,No BLAST hit
3180,116.238,8400,0.398,95.5952,8030,3223,3416,0.4282,No BLAST hit,,No BLAST hit
3193,98.5269,8466,0.5405,100,8466,2781,2781,0.5385,No BLAST hit,,No BLAST hit
3197,137.4465,8401,0.523,100,8401,2897,2903,0.5138,No BLAST hit,,No BLAST hit
3219,117.0328,8285,0.5039,100,8285,3279,3290,0.501,No BLAST hit,,No BLAST hit
3229,120.3341,8265,0.5187,99.1531,8195,3332,3306,0.5199,No BLAST hit,,No BLAST hit
3231,71.8698,8247,0.533,73.4328,6056,1976,1976,0.5237,No BLAST hit,,No BLAST hit
3242,98.1137,8172,0.5543,100,8172,2673,2673,0.5538,No BLAST hit,,No BLAST hit
3246,104.83,8157,0.5327,100,8157,2870,2916,0.5387,No BLAST hit,,No BLAST hit
3252,96.5037,8137,0.5251,100,8137,2618,2618,0.5255,No BLAST hit,,No BLAST hit
3256,106.3162,8061,0.5318,100,8061,2711,2716,0.5338,No BLAST hit,,No BLAST hit
3288,81.3942,7942,0.5451,86.0111,6831,2123,2159,0.5507,No BLAST hit,,No BLAST hit
3297,126.9124,7830,0.5188,100,7830,3229,3245,0.5231,No BLAST hit,,No BLAST hit
3303,41.1026,7904,0.5425,58.5526,4628,1083,1083,0.5315,No BLAST hit,,No BLAST hit
3315,11.3592,7818,0.5459,60.0281,4693,277,277,0.5874,No BLAST hit,,No BLAST hit
3327,99.6625,7805,0.5171,99.9872,7804,2600,2596,0.5154,No BLAST hit,,No BLAST hit
3332,65.5468,7767,0.5318,72.7437,5650,1727,1691,0.5313,No BLAST hit,,No BLAST hit
3336,106.6892,7751,0.4886,100,7751,2756,2758,0.4758,No BLAST hit,,No BLAST hit
3387,91.2685,7509,0.4119,100,7509,2280,2285,0.414,No BLAST hit,,No BLAST hit
3408,96.0031,7449,0.5395,100,7449,2384,2386,0.5423,No BLAST hit,,No BLAST hit
3409,76.3146,7448,0.5412,84.6402,6304,1895,1895,0.5472,No BLAST hit,,No BLAST hit
3426,95.6167,7345,0.4836,100,7345,2334,2335,0.4853,No BLAST hit,,No BLAST hit
3429,102.7515,7365,0.4767,100,7365,2564,2573,0.48,No BLAST hit,,No BLAST hit
3442,97.1317,7322,0.5361,100,7322,2371,2371,0.5347,No BLAST hit,,No BLAST hit
3444,103.6624,7302,0.5338,100,7302,2508,2507,0.5335,No BLAST hit,,No BLAST hit
3445,99.3168,7300,0.4477,100,7300,2417,2417,0.445,No BLAST hit,,No BLAST hit
3464,86.0332,7188,0.439,92.6405,6659,2062,2062,0.435,No BLAST hit,,No BLAST hit
3468,113.6918,7184,0.5267,100,7184,2692,2688,0.5287,No BLAST hit,,No BLAST hit
3486,0.9355,7136,0.5327,69.801,4981,11,12,0.5206,No BLAST hit,,No BLAST hit
3506,96.3947,7048,0.5332,100,7048,2265,2265,0.5337,No BLAST hit,,No BLAST hit
3525,100.8082,6956,0.5134,100,6956,2336,2346,0.5147,No BLAST hit,,No BLAST hit
3529,90.1066,6923,0.5254,85.9165,5948,2097,2128,0.5215,No BLAST hit,,No BLAST hit
3543,156.565,6874,0.4559,100,6874,2557,2550,0.4589,No BLAST hit,,No BLAST hit
3547,93.2388,6884,0.4449,100,6884,2140,2140,0.4424,No BLAST hit,,No BLAST hit
3549,182.3575,6836,0.5105,100,6836,2430,2438,0.5348,No BLAST hit,,No BLAST hit
3550,96.517,6882,0.5405,100,6882,2226,2210,0.5381,No BLAST hit,,No BLAST hit
3554,52.4861,6858,0.5236,56.0805,3846,1200,1200,0.5389,No BLAST hit,,No BLAST hit
3556,103.899,6843,0.529,91.5973,6268,2371,2371,0.5292,No BLAST hit,,No BLAST hit
3568,87.0203,6761,0.5114,95.1043,6430,1962,1961,0.5075,No BLAST hit,,No BLAST hit
3588,97.0734,6702,0.5482,100,6702,2169,2169,0.5474,No BLAST hit,,No BLAST hit
3589,75.9747,6691,0.4634,85.0546,5691,1695,1695,0.4627,No BLAST hit,,No BLAST hit
3593,97.6023,6683,0.5279,100,6683,2181,2175,0.5317,No BLAST hit,,No BLAST hit
3609,55.7649,7941,0.3948,57.6754,4580,1486,1491,0.3896,No BLAST hit,,No BLAST hit
3613,102.7094,6615,0.5221,100,6615,2262,2275,0.5235,No BLAST hit,,No BLAST hit
3628,73.5649,6539,0.4631,88.6833,5799,1624,1645,0.4652,No BLAST hit,,No BLAST hit
3639,93.6187,6535,0.5478,100,6535,2035,2050,0.5511,No BLAST hit,,No BLAST hit
3646,103.1249,6516,0.5384,100,6516,2239,2269,0.5403,No BLAST hit,,No BLAST hit
3653,51.7105,6505,0.5465,96.0953,6251,1098,1121,0.5473,No BLAST hit,,No BLAST hit
3655,143.0575,6520,0.4982,100,6520,3105,3138,0.495,No BLAST hit,,No BLAST hit
3666,97.0991,6457,0.5232,99.7057,6438,2091,2090,0.5218,No BLAST hit,,No BLAST hit
3671,121.6516,6377,0.4711,100,6377,2574,2612,0.4742,No BLAST hit,,No BLAST hit
3673,74.1225,6358,0.5077,99.9843,6357,1573,1582,0.5113,No BLAST hit,,No BLAST hit
3677,101.9722,6360,0.498,99.6226,6336,2172,2172,0.4979,No BLAST hit,,No BLAST hit
3686,110.5746,6361,0.5542,100,6361,2372,2368,0.5516,No BLAST hit,,No BLAST hit
3689,138.6837,6298,0.4711,100,6298,2876,2920,0.4864,No BLAST hit,,No BLAST hit
3692,72.0079,6339,0.5151,78.1511,4954,1522,1522,0.5105,No BLAST hit,,No BLAST hit
3694,54.9749,6618,0.5467,62.8286,4158,1199,1209,0.5461,No BLAST hit,,No BLAST hit
3700,94.3587,6329,0.5208,99.8262,6318,1991,1991,0.5178,No BLAST hit,,No BLAST hit
3704,101.983,6309,0.5239,100,6309,2150,2147,0.5263,No BLAST hit,,No BLAST hit
3711,97.0549,6300,0.5308,99.7937,6287,2040,2042,0.5258,No BLAST hit,,No BLAST hit
3749,138.1079,6015,0.5261,92.2693,5550,2765,2842,0.5276,No BLAST hit,,No BLAST hit
3751,84.6138,6241,0.4675,95.2732,5946,1761,1761,0.4683,No BLAST hit,,No BLAST hit
3754,119.3171,6140,0.4946,100,6140,2317,2305,0.5108,No BLAST hit,,No BLAST hit
3777,99.8686,6097,0.5485,100,6097,2030,2030,0.5486,No BLAST hit,,No BLAST hit
3778,128.408,6035,0.5232,100,6035,2584,2600,0.5287,No BLAST hit,,No BLAST hit
3779,75.7652,6089,0.5699,84.8744,5168,1538,1538,0.5657,No BLAST hit,,No BLAST hit
3791,104.9763,6040,0.5535,100,6040,2098,2076,0.5461,No BLAST hit,,No BLAST hit
3800,190.6216,6005,0.4644,100,6005,3789,3821,0.4619,No BLAST hit,,No BLAST hit
3804,107.2395,6001,0.5248,100,6001,2143,2143,0.5313,No BLAST hit,,No BLAST hit
3807,45.553,5996,0.5058,65.5103,3928,903,904,0.511,No BLAST hit,,No BLAST hit
3813,125.4449,6042,0.4252,100,6042,2525,2540,0.4255,No BLAST hit,,No BLAST hit
3826,64.0604,5896,0.4956,96.1839,5671,1255,1255,0.4987,No BLAST hit,,No BLAST hit
3828,105.605,5916,0.4266,100,5916,2066,2047,0.4313,No BLAST hit,,No BLAST hit
3829,77.6826,5891,0.5241,100,5891,1534,1520,0.5308,No BLAST hit,,No BLAST hit
3831,119.356,5821,0.5202,100,5821,2280,2264,0.5184,No BLAST hit,,No BLAST hit
3837,74.2241,5878,0.513,90.8983,5343,1452,1467,0.5135,No BLAST hit,,No BLAST hit
3844,95.5732,5872,0.4869,100,5872,1889,1859,0.4831,No BLAST hit,,No BLAST hit
3846,103.2505,5864,0.5344,100,5864,2020,2020,0.5371,No BLAST hit,,No BLAST hit
3863,99.1463,5776,0.5459,99.9827,5775,1904,1904,0.5464,No BLAST hit,,No BLAST hit
3865,97.7819,5758,0.5366,100,5758,1877,1877,0.5348,No BLAST hit,,No BLAST hit
3867,100.5994,5786,0.4997,88.5413,5123,1919,1919,0.4911,No BLAST hit,,No BLAST hit
3870,126.7487,5714,0.4785,100,5714,2419,2433,0.4755,No BLAST hit,,No BLAST hit
3881,97.9517,5714,0.5376,100,5714,1874,1867,0.5343,No BLAST hit,,No BLAST hit
3905,157.4146,5656,0.5307,100,5656,2957,2979,0.5326,No BLAST hit,,No BLAST hit
3910,118.7062,5582,0.4674,100,5582,2257,2258,0.4788,No BLAST hit,,No BLAST hit
3914,106.9276,5625,0.5241,100,5625,2005,2005,0.5249,No BLAST hit,,No BLAST hit
3918,81.9146,5595,0.526,73.4048,4107,1551,1526,0.5305,No BLAST hit,,No BLAST hit
3923,101.6508,5605,0.5424,100,5605,1910,1896,0.5437,No BLAST hit,,No BLAST hit
3933,96.7066,5548,0.4636,100,5548,1780,1801,0.4618,No BLAST hit,,No BLAST hit
3942,142.3501,5552,0.516,99.946,5549,2627,2612,0.5163,No BLAST hit,,No BLAST hit
3948,80.1065,5495,0.529,97.4886,5357,1469,1468,0.5346,No BLAST hit,,No BLAST hit
3949,90.5572,5470,0.3817,100,5470,1643,1628,0.384,No BLAST hit,,No BLAST hit
3950,107.117,5391,0.4655,80.9868,4366,2123,2115,0.4403,No BLAST hit,,No BLAST hit
3952,136.3919,5488,0.5165,99.4716,5459,1706,1706,0.5346,No BLAST hit,,No BLAST hit
3975,105.2603,5416,0.5078,100,5416,1921,1928,0.5085,No BLAST hit,,No BLAST hit
3982,86.8441,5374,0.5167,100,5374,1511,1530,0.5143,No BLAST hit,,No BLAST hit
3983,129.6521,5341,0.5806,100,5341,2264,2243,0.5837,No BLAST hit,,No BLAST hit
3998,143.1655,5281,0.4317,100,5281,2115,2136,0.4467,No BLAST hit,,No BLAST hit
4004,101.6053,5316,0.5519,100,5316,1804,1814,0.5535,No BLAST hit,,No BLAST hit
4018,111.5249,5285,0.4911,100,5285,1965,1965,0.4845,No BLAST hit,,No BLAST hit
4027,92.4449,5269,0.5358,100,5269,1624,1624,0.5299,No BLAST hit,,No BLAST hit
4036,95.2511,5240,0.5378,100,5240,1665,1666,0.536,No BLAST hit,,No BLAST hit
4043,24.4674,5214,0.5135,46.0875,2403,431,436,0.5347,No BLAST hit,,No BLAST hit
4053,118.2534,5202,0.4338,100,5202,2040,2040,0.4325,No BLAST hit,,No BLAST hit
4054,79.5335,5185,0.5246,96.432,5000,1400,1385,0.5183,No BLAST hit,,No BLAST hit
4055,76.7548,5151,0.5349,75.9658,3913,1381,1325,0.5298,No BLAST hit,,No BLAST hit
4057,103.6872,5189,0.546,100,5189,1828,1813,0.5449,No BLAST hit,,No BLAST hit
4065,122.0025,5158,0.5116,100,5158,2109,2078,0.5141,No BLAST hit,,No BLAST hit
4073,114.8164,5135,0.5213,100,5135,1955,1991,0.5193,No BLAST hit,,No BLAST hit
4076,90.7343,5074,0.4785,75.4237,3827,1644,1640,0.4688,No BLAST hit,,No BLAST hit
4083,82.6861,5094,0.5477,90.1453,4592,1404,1404,0.56,No BLAST hit,,No BLAST hit
4096,72.8267,5169,0.5186,70.6326,3651,1281,1256,0.5192,No BLAST hit,,No BLAST hit
4102,99.3101,5060,0.552,100,5060,1690,1655,0.5521,No BLAST hit,,No BLAST hit
4108,124.182,5021,0.5104,100,5021,2036,2035,0.4971,No BLAST hit,,No BLAST hit
4114,155.4125,5023,0.5464,100,5023,2602,2602,0.5491,No BLAST hit,,No BLAST hit
4115,94.662,5020,0.553,100,5020,1583,1593,0.5484,No BLAST hit,,No BLAST hit
4121,99.7452,4973,0.5109,100,4973,1656,1615,0.5087,No BLAST hit,,No BLAST hit
4123,96.1543,4939,0.542,100,4939,1587,1586,0.5403,No BLAST hit,,No BLAST hit
4128,99.1233,4987,0.4758,100,4987,1648,1648,0.4748,No BLAST hit,,No BLAST hit
4131,105.5765,4963,0.5446,100,4963,1751,1759,0.5473,No BLAST hit,,No BLAST hit
4134,135.0266,4928,0.4442,100,4928,2221,2221,0.4283,No BLAST hit,,No BLAST hit
4137,57.3644,4931,0.5817,100,4931,889,889,0.5782,No BLAST hit,,No BLAST hit
4154,87.6264,4915,0.4924,98.6775,4850,1436,1436,0.4891,No BLAST hit,,No BLAST hit
4158,42.0039,4905,0.4975,58.1448,2852,687,687,0.4906,No BLAST hit,,No BLAST hit
4161,98.9292,4901,0.5729,100,4901,1621,1632,0.5724,No BLAST hit,,No BLAST hit
4163,149.8959,4842,0.5422,100,4842,2578,2578,0.5576,No BLAST hit,,No BLAST hit
4171,102.6144,4886,0.5405,100,4886,1674,1671,0.5426,No BLAST hit,,No BLAST hit
4177,94.9221,4875,0.5592,100,4875,1563,1552,0.5596,No BLAST hit,,No BLAST hit
4178,151.0679,4872,0.4773,100,4872,2449,2479,0.4784,No BLAST hit,,No BLAST hit
4179,99.3791,4870,0.5452,100,4870,1608,1611,0.5428,No BLAST hit,,No BLAST hit
4181,52.5043,6155,0.4247,58.1803,3581,1118,1101,0.4244,No BLAST hit,,No BLAST hit
4186,115.9831,4859,0.5363,100,4859,1842,1876,0.5388,No BLAST hit,,No BLAST hit
4191,91.8552,4834,0.4886,100,4834,1494,1473,0.4893,No BLAST hit,,No BLAST hit
4197,98.9782,4817,0.533,82.1466,3957,1547,1554,0.5475,No BLAST hit,,No BLAST hit
4198,100.5868,4794,0.5353,98.227,4709,1722,1756,0.542,No BLAST hit,,No BLAST hit
4200,95.5879,4836,0.5331,100,4836,1541,1541,0.536,No BLAST hit,,No BLAST hit
4211,100.6402,4775,0.5217,100,4775,1622,1612,0.5249,No BLAST hit,,No BLAST hit
4212,107.6733,4800,0.5415,100,4800,1723,1723,0.5399,No BLAST hit,,No BLAST hit
4213,72.9829,4731,0.4854,78.1442,3697,1225,1275,0.4935,No BLAST hit,,No BLAST hit
4218,111.1218,4721,0.4468,100,4721,1911,1742,0.456,No BLAST hit,,No BLAST hit
4220,103.9832,4776,0.4471,100,4776,1224,1253,0.4303,No BLAST hit,,No BLAST hit
4227,98.7616,4740,0.5333,100,4740,1600,1563,0.5332,No BLAST hit,,No BLAST hit
4228,123.8948,4716,0.4958,100,4716,1954,1953,0.4894,No BLAST hit,,No BLAST hit
4234,118.9731,4717,0.4927,100,4717,1886,1859,0.4938,No BLAST hit,,No BLAST hit
4236,95.5918,4716,0.5352,100,4716,1503,1503,0.5322,No BLAST hit,,No BLAST hit
4255,155.3051,4602,0.4494,87.8096,4041,1542,1529,0.4672,No BLAST hit,,No BLAST hit
4271,141.8029,4621,0.5157,100,4621,2174,2176,0.5148,No BLAST hit,,No BLAST hit
4282,97.2698,4592,0.48,94.2291,4327,1485,1501,0.4847,No BLAST hit,,No BLAST hit
4284,94.4334,4596,0.5609,100,4596,1447,1447,0.5611,No BLAST hit,,No BLAST hit
4287,95.7478,4583,0.425,100,4583,1463,1463,0.4201,No BLAST hit,,No BLAST hit
4296,132.8313,4558,0.4808,100,4558,1980,1960,0.4783,No BLAST hit,,No BLAST hit
4299,100.234,4496,0.5578,100,4496,1526,1536,0.5599,No BLAST hit,,No BLAST hit
4302,123.7259,4545,0.5308,100,4545,1874,1874,0.5316,No BLAST hit,,No BLAST hit
4303,142.3846,4449,0.4089,100,4449,2114,2089,0.4091,No BLAST hit,,No BLAST hit
4305,113.5842,4473,0.5411,100,4473,1490,1483,0.5694,No BLAST hit,,No BLAST hit
4311,98.1684,4526,0.5276,100,4526,1490,1485,0.5273,No BLAST hit,,No BLAST hit
4318,103.1224,4509,0.5171,80.8161,3644,1640,1523,0.5092,No BLAST hit,,No BLAST hit
4320,112.9869,4504,0.4586,98.1128,4419,1697,1698,0.4595,No BLAST hit,,No BLAST hit
4321,142.3268,4514,0.5038,99.9778,4513,2142,2142,0.4979,No BLAST hit,,No BLAST hit
4337,91.9964,5766,0.4764,100,5766,1491,1499,0.4778,No BLAST hit,,No BLAST hit
4346,152.1284,4448,0.4563,100,4448,2279,2249,0.4494,No BLAST hit,,No BLAST hit
4348,137.1038,4450,0.4915,100,4450,1773,1760,0.4977,No BLAST hit,,No BLAST hit
4355,129.7707,4436,0.5248,100,4436,1907,1908,0.5267,No BLAST hit,,No BLAST hit
4357,79.4959,4338,0.5329,74.4813,3231,1147,1136,0.5484,No BLAST hit,,No BLAST hit
4358,187.9463,4430,0.5032,100,4430,2788,2778,0.5029,No BLAST hit,,No BLAST hit
4359,41.2828,4430,0.4834,38.2844,1696,595,594,0.4808,No BLAST hit,,No BLAST hit
4367,98.138,4412,0.5428,100,4412,1438,1448,0.5402,No BLAST hit,,No BLAST hit
4369,109.6239,4387,0.535,100,4387,1545,1595,0.5365,No BLAST hit,,No BLAST hit
4373,124.9105,4393,0.5443,100,4393,1523,1518,0.5456,No BLAST hit,,No BLAST hit
4376,106.5372,4397,0.5585,100,4397,1562,1562,0.5599,No BLAST hit,,No BLAST hit
4377,80.5579,4386,0.4979,91.9061,4031,1178,1178,0.504,No BLAST hit,,No BLAST hit
4379,110.5709,4449,0.4966,99.9775,4448,1650,1636,0.4955,No BLAST hit,,No BLAST hit
4390,96.9336,4321,0.4534,100,4321,1398,1400,0.4504,No BLAST hit,,No BLAST hit
4391,116.9851,4360,0.5372,100,4360,1699,1709,0.5273,No BLAST hit,,No BLAST hit
4393,87.9852,4385,0.4788,98.5633,4322,1285,1284,0.4765,No BLAST hit,,No BLAST hit
4395,95.342,4357,0.4762,100,4357,1385,1385,0.4761,No BLAST hit,,No BLAST hit
4396,91.8357,4357,0.5593,100,4357,1334,1334,0.5607,No BLAST hit,,No BLAST hit
4409,102.2893,4242,0.5077,79.9387,3391,1408,1479,0.4913,No BLAST hit,,No BLAST hit
4411,126.3333,4317,0.4979,100,4317,1812,1830,0.4975,No BLAST hit,,No BLAST hit
4423,94.5467,4251,0.5182,84.9682,3612,1400,1382,0.5262,No BLAST hit,,No BLAST hit
4426,96.2494,4282,0.5133,100,4282,1374,1374,0.5133,No BLAST hit,,No BLAST hit
4431,136.1188,4267,0.4687,100,4267,1943,1937,0.4589,No BLAST hit,,No BLAST hit
4441,145.5287,4180,0.4701,100,4180,1432,1401,0.4964,No BLAST hit,,No BLAST hit
4451,95.8753,4210,0.5857,100,4210,1335,1363,0.5882,No BLAST hit,,No BLAST hit
4455,93.2894,4199,0.5001,100,4199,1305,1307,0.5026,No BLAST hit,,No BLAST hit
4461,112.3604,4193,0.4274,100,4193,1569,1552,0.4361,No BLAST hit,,No BLAST hit
4462,99.2903,4189,0.5032,100,4189,1386,1386,0.4985,No BLAST hit,,No BLAST hit
4488,111.8228,4120,0.5888,100,4120,1473,1478,0.5911,No BLAST hit,,No BLAST hit
4491,97.3405,4111,0.4194,100,4111,1331,1332,0.4194,No BLAST hit,,No BLAST hit
4502,96.3691,4067,0.5867,100,4067,1317,1299,0.5785,No BLAST hit,,No BLAST hit
4507,60.2665,4071,0.5363,69.9582,2848,815,813,0.5348,No BLAST hit,,No BLAST hit
4508,90.8407,4075,0.5509,100,4075,1234,1234,0.5517,No BLAST hit,,No BLAST hit
4514,102.9298,4019,0.4746,100,4019,1349,1340,0.4809,No BLAST hit,,No BLAST hit
4515,83.1956,4050,0.4916,94.321,3820,1128,1125,0.4857,No BLAST hit,,No BLAST hit
4521,93.9955,4043,0.5392,100,4043,1267,1267,0.5382,No BLAST hit,,No BLAST hit
4524,160.6119,4022,0.5492,100,4022,2155,2155,0.5397,No BLAST hit,,No BLAST hit
4525,111.3284,4019,0.5536,100,4019,1410,1422,0.556,No BLAST hit,,No BLAST hit
4531,106.8048,3961,0.4754,100,3961,1418,1418,0.4797,No BLAST hit,,No BLAST hit
4534,95.4216,3940,0.5646,88.198,3475,1255,1255,0.5594,No BLAST hit,,No BLAST hit
4550,98.5057,3959,0.3897,100,3959,1300,1301,0.392,No BLAST hit,,No BLAST hit
4551,84.859,3838,0.4583,100,3838,1071,1108,0.4345,No BLAST hit,,No BLAST hit
4574,91.5056,3904,0.542,100,3904,1191,1191,0.5453,No BLAST hit,,No BLAST hit
4575,155.3153,3901,0.4981,97.5647,3806,1956,1988,0.5021,No BLAST hit,,No BLAST hit
4580,87.3324,3824,0.5358,100,3824,1126,1117,0.5352,No BLAST hit,,No BLAST hit
4586,105.8022,3877,0.545,100,3877,1381,1380,0.5473,No BLAST hit,,No BLAST hit
4588,110.84,3869,0.5306,100,3869,1421,1421,0.5308,No BLAST hit,,No BLAST hit
4592,99.6151,3866,0.5455,97.5685,3772,1284,1284,0.5429,No BLAST hit,,No BLAST hit
4599,100.782,3849,0.5427,100,3849,1299,1299,0.5427,No BLAST hit,,No BLAST hit
4602,113.6278,3842,0.4947,100,3842,1304,1283,0.5057,No BLAST hit,,No BLAST hit
4604,96.3585,3838,0.4614,100,3838,1252,1233,0.4587,No BLAST hit,,No BLAST hit
4605,138.1356,3836,0.5078,100,3836,1775,1802,0.5044,No BLAST hit,,No BLAST hit
4608,97.7835,3834,0.4564,100,3834,1250,1250,0.453,No BLAST hit,,No BLAST hit
4613,82.3579,5130,0.451,83.9376,4306,1518,1544,0.4668,No BLAST hit,,No BLAST hit
4618,143.9787,3809,0.4748,99.9737,3808,1860,1864,0.4699,No BLAST hit,,No BLAST hit
4622,131.2658,3796,0.5308,100,3796,1679,1647,0.5278,No BLAST hit,,No BLAST hit
4640,78.7899,3761,0.5371,83.648,3146,988,988,0.5575,No BLAST hit,,No BLAST hit
4650,90.5699,3732,0.4809,99.4641,3712,1127,1127,0.4642,No BLAST hit,,No BLAST hit
4652,102.8609,3737,0.5566,100,3737,1312,1274,0.5597,No BLAST hit,,No BLAST hit
4655,106.1933,3750,0.4997,82.4267,3091,1308,1374,0.4927,No BLAST hit,,No BLAST hit
4660,111.828,3675,0.5135,100,3675,1317,1299,0.5251,No BLAST hit,,No BLAST hit
4661,99.2236,3726,0.533,100,3726,1221,1248,0.5344,No BLAST hit,,No BLAST hit
4664,98.1754,3665,0.4914,100,3665,1201,1201,0.4892,No BLAST hit,,No BLAST hit
4665,91.6737,3720,0.4941,99.9462,3718,1152,1125,0.4928,No BLAST hit,,No BLAST hit
4675,95.8776,3702,0.5548,100,3702,1201,1214,0.5505,No BLAST hit,,No BLAST hit
4679,155.6871,3688,0.5466,100,3688,1932,1915,0.563,No BLAST hit,,No BLAST hit
4683,94.7878,3620,0.5459,100,3620,1146,1149,0.5404,No BLAST hit,,No BLAST hit
4686,112.8516,3605,0.5212,100,3605,1366,1363,0.5186,No BLAST hit,,No BLAST hit
4687,94.1932,3665,0.5454,100,3665,1151,1151,0.5434,No BLAST hit,,No BLAST hit
4691,94.8288,3605,0.4892,100,3605,1139,1147,0.4885,No BLAST hit,,No BLAST hit
4698,113.1418,3646,0.5354,100,3646,1362,1403,0.5363,No BLAST hit,,No BLAST hit
4701,121.6248,3651,0.501,100,3651,1478,1477,0.5062,No BLAST hit,,No BLAST hit
4703,80.8822,3626,0.3899,74.6277,2706,978,978,0.399,No BLAST hit,,No BLAST hit
4706,92.5375,3630,0.5284,100,3630,1120,1120,0.5267,No BLAST hit,,No BLAST hit
4710,120.4022,3620,0.5146,100,3620,1435,1456,0.539,No BLAST hit,,No BLAST hit
4715,85.9004,3605,0.4979,94.3135,3400,1032,1033,0.4981,No BLAST hit,,No BLAST hit
4718,100.6777,3608,0.5069,100,3608,1204,1213,0.5113,No BLAST hit,,No BLAST hit
4723,90.3125,3600,0.4996,98.1944,3535,1084,1086,0.4984,No BLAST hit,,No BLAST hit
4725,117.9683,3563,0.5379,100,3563,1300,1300,0.5351,No BLAST hit,,No BLAST hit
4729,159.5784,3589,0.5015,100,3589,1910,1923,0.5057,No BLAST hit,,No BLAST hit
4730,146.6661,3534,0.5708,100,3534,1708,1728,0.5638,No BLAST hit,,No BLAST hit
4731,98.1074,3530,0.5215,92.9745,3282,1146,1157,0.5114,No BLAST hit,,No BLAST hit
4740,70.9325,3511,0.5224,100,3511,818,826,0.5218,No BLAST hit,,No BLAST hit
4753,157.6261,3546,0.4817,100,3546,1383,1400,0.4776,No BLAST hit,,No BLAST hit
4759,136.4672,3551,0.5051,100,3551,1598,1639,0.4977,No BLAST hit,,No BLAST hit
4762,91.5116,3546,0.5446,100,3546,1082,1082,0.5489,No BLAST hit,,No BLAST hit
4763,95.5517,3484,0.5399,100,3484,1119,1104,0.5436,No BLAST hit,,No BLAST hit
4769,141.0784,3533,0.4439,76.6204,2707,1702,1722,0.4455,No BLAST hit,,No BLAST hit
4773,153.4486,3491,0.489,100,3491,1786,1778,0.481,No BLAST hit,,No BLAST hit
4784,95.7312,3482,0.5359,97.7025,3402,1182,1133,0.537,No BLAST hit,,No BLAST hit
4786,134.4113,3443,0.4654,100,3443,1536,1564,0.4786,No BLAST hit,,No BLAST hit
4787,114.9711,3500,0.5514,100,3500,1341,1341,0.5614,No BLAST hit,,No BLAST hit
4788,97.0815,3499,0.5399,100,3499,1146,1120,0.5443,No BLAST hit,,No BLAST hit
4794,186.2531,3489,0.4732,99.9713,3488,2188,2212,0.4642,No BLAST hit,,No BLAST hit
4798,95.8722,3482,0.6057,100,3482,1113,1113,0.6089,No BLAST hit,,No BLAST hit
4799,91.5938,3481,0.5361,99.4542,3462,1063,1063,0.5406,No BLAST hit,,No BLAST hit
4800,95.5819,3480,0.5083,100,3480,1109,1109,0.5021,No BLAST hit,,No BLAST hit
4802,109.7976,3478,0.5188,100,3478,1273,1276,0.541,No BLAST hit,,No BLAST hit
4807,119.4958,3469,0.5053,97.175,3371,1397,1377,0.4939,No BLAST hit,,No BLAST hit
4810,93.6124,3470,0.5398,100,3470,1083,1083,0.5458,No BLAST hit,,No BLAST hit
4814,124.7489,3405,0.4909,100,3405,1419,1419,0.4886,No BLAST hit,,No BLAST hit
4815,107.0753,3399,0.4454,100,3399,1199,1215,0.4428,No BLAST hit,,No BLAST hit
